division,family,subfamily,tribe,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,similitera,,,Eugoa similitera,BUCSEK,2014
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,sp.,,,Eugoa sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,translineata,,,Eugoa translineata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Garudinia,simulana,,,Garudinia simulana,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Garudinia,sp.,,,Garudinia sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Garudinia,bimaculata,,,Garudinia bimaculata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Garudinia,macrolatana,,,Garudinia macrolatana,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Hemonia,rotundata,,,Hemonia rotundata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Hesudra,mjobergi,,,Hesudra mjobergi,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Hesudra,highti,,,Hesudra highti,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Hesudra,sp.,,,Hesudra sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Holocraspedon,parallelum,,,Holocraspedon parallelum,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Lobobasis,sp.,,,Lobobasis sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Lyclene,sp.,,,Lyclene sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Macotasa,dimorpha,,,Macotasa dimorpha,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Macrobrochis,staudingeri,,,Macrobrochis staudingeri,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Meteugoa,malesiana,,,Meteugoa malesiana,CERNY,2014
Heterocera,Erebidae,Arctiinae,Lithosiini,Meteugoa,ochrivena,,,Meteugoa ochrivena,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Miltochrista,orbis,,,Miltochrista orbis,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Neoduma,sp.,,,Neoduma sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Nishada,chilomorpha,,,Nishada chilomorpha,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Nishada,sambara,,,Nishada sambara,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Nishada,sp.,,,Nishada sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Oeonistis,altica,,,Oeonistis altica,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Padenia,sp.,,,Padenia sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Scaptesyle,bicolor,integra,,Scaptesyle bicolor integra,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Schistophleps,sp.,,,Schistophleps sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Stictane,factilinea,,,Stictane factilinea,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Stictane,sp.,,,Stictane sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Teulisna,sp.,,,Teulisna sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Tigrioides,puncticollis,,,Tigrioides puncticollis,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Trischalis,convoluta,,,Trischalis convoluta,HAMPSON,1918
Heterocera,Erebidae,Arctiinae,Lithosiini,Trischalis,subaurana,,,Trischalis subaurana,WALKER,1863
Heterocera,Erebidae,Arctiinae,Lithosiini,Xanthetis,luzonica,,,Xanthetis luzonica,,
Heterocera,Erebidae,Arctiinae,Rivulinae,Bocula,calthula,,,Bocula calthula,,
Heterocera,Erebidae,Aganainae,,Agape,chloropyga,,,Agape chloropyga,,
Heterocera,Erebidae,Aganainae,,Asota,albiformis,albiformis,,Asota albiformis albiformis,,
Heterocera,Erebidae,Aganainae,,Asota,caricae,,,Asota caricae,,
Heterocera,Erebidae,Aganainae,,Asota,egens,confinis,,Asota egens confinis,,
Heterocera,Erebidae,Aganainae,,Asota,heliconia,philippina,,Asota heliconia philippina,,
Heterocera,Erebidae,Aganainae,,Asota,isthmia,,,Asota isthmia,,
Heterocera,Erebidae,Aganainae,,Asota,javana,,,Asota javana,,
Heterocera,Erebidae,Aganainae,,Asota,plana,,,Asota plana,,
Heterocera,Erebidae,Aganainae,,Asota,tinacria,,,Asota tinacria,,
Heterocera,Erebidae,Aganainae,,Euplocia,membliaria,,,Euplocia membliaria,,
Heterocera,Erebidae,Aganainae,,Mecodina,albodentata,,,Mecodina albodentata,,
Heterocera,Erebidae,Aganainae,,Mecodina,praecipua,,,Mecodina praecipua,,
Heterocera,Erebidae,Aganainae,,Mecodina,bisignata,,,Mecodina bisignata,,
Heterocera,Erebidae,Aganainae,,Neochera,marmorea,,,Neochera marmorea,,
Heterocera,Erebidae,Aganainae,,Peridrome,orbicularis,,,Peridrome orbicularis,,
Heterocera,Erebidae,Boletobiinae,,Autoba,sp.,,,Autoba sp.,,
Heterocera,Erebidae,Boletobiinae,Phytometrini,Daona,bilinealis,,,Daona bilinealis,,
Heterocera,Erebidae,Boletobiinae,,Homodes,sp.,,,Homodes sp.,,
Heterocera,Erebidae,Boletobiinae,,Hypenagonia,sp.,,,Hypenagonia sp.,,
Heterocera,Erebidae,Boletobiinae,,Hypenagonia,mesoscia,,,Hypenagonia mesoscia,,
Heterocera,Erebidae,Boletobiinae,,Lopharthrum,comprimens,,,Lopharthrum comprimens,,
Heterocera,Erebidae,Boletobiinae,,Metaemene,sp.,,,Metaemene sp.,,
Heterocera,Erebidae,Boletobiinae,,Parolulis,sp.,,,Parolulis sp.,,
Heterocera,Erebidae,Boletobiinae,,Sarobides,inconclusa,,,Sarobides inconclusa,,
Heterocera,Erebidae,Boletobiinae,,Sarobides,sp.,,,Sarobides sp.,,
Heterocera,Erebidae,Boletobiinae,,Tamba,sp.,,,Tamba sp.,,
Heterocera,Erebidae,Boletobiinae,,Tamba,mnionomera,,,Tamba mnionomera,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Corgatha,sp.,,,Corgatha sp.,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Ataboruza,sp.,,,Ataboruza sp.,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Cerynea,sp.,,,Cerynea sp.,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Corgatha,atrimargo,,,Corgatha atrimargo,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Corgatha,semipardata,,,Corgatha semipardata,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Eugnathia,sp.,,,Eugnathia sp.,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Holocryptis,sp.,,,Holocryptis sp.,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Laspeyria,ruficeps,,,Laspeyria ruficeps,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Oruza,stragulata,,,Oruza stragulata,,
Heterocera,Erebidae,Boletobiinae,Aventiini,Oruza,sp.,,,Oruza sp.,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublemma,sp.,,,Eublemma sp.,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublemma,accedens,,,Eublemma accedens,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublema,sp.,,,Eublema sp.,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublemma,albostriata,,,Eublemma albostriata,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublemma,pudica,,,Eublemma pudica,,
Heterocera,Erebidae,Boletobiinae,Eublemmini,Eublemma,roseonivea,,,Eublemma roseonivea,,
Heterocera,Erebidae,,,Oraesia,emarginata,,,Oraesia emarginata,,
Heterocera,Erebidae,,,Oraesia,sp.,,,Oraesia sp.,,
Heterocera,Erebidae,Calpinae,,Plusiodonta,sp.,,,Plusiodonta sp.,,
Heterocera,Erebidae,Calpinae,Calpini,Plusiodonta,calcaurea,,,Plusiodonta calcaurea,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,aurantia,,,Eudocima aurantia,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,cocalus,,,Eudocima cocalus,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,discrepans,,,Eudocima discrepans,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,homaena,,,Eudocima homaena,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,okurai,,,Eudocima okurai,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,phalonia,,,Eudocima phalonia,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,salaminia,,,Eudocima salaminia,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,sikhimensis,,,Eudocima sikhimensis,,
Heterocera,Erebidae,Calpinae,Ophiderini,Eudocima,srivijayana,,,Eudocima srivijayana,,
Heterocera,Erebidae,Erebinae,,Anisoneura,aluco,,,Anisoneura aluco,,
Heterocera,Erebidae,Erebinae,,Anisoneura,salebrosa,,,Anisoneura salebrosa,,
Heterocera,Erebidae,Erebinae,,Arsacia,rectalis,,,Arsacia rectalis,,
Heterocera,Erebidae,Erebinae,,Attatha,regalis,,,Attatha regalis,,
Heterocera,Erebidae,Erebinae,,Bamra,sp.,,,Bamra sp.,,
Heterocera,Erebidae,Erebinae,,Chilkasa,falcata,,,Chilkasa falcata,,
Heterocera,Erebidae,Erebinae,,Chrysopera,combinans,,,Chrysopera combinans,,
Heterocera,Erebidae,Erebinae,,Delgamma,pangonia,,,Delgamma pangonia,,
Heterocera,Erebidae,Erebinae,,Entomogramma,sp.,,,Entomogramma sp.,,
Heterocera,Erebidae,Erebinae,,Gesonia,sp.,,,Gesonia sp.,,
Heterocera,Erebidae,Erebinae,,Hamodes,propitia,,,Hamodes propitia,,
Heterocera,Erebidae,Erebinae,,Ischyja,ferrifracta,,,Ischyja ferrifracta,,
Heterocera,Erebidae,Erebinae,,Ischyja,hemiphaea,,,Ischyja hemiphaea,,
Heterocera,Erebidae,Erebinae,,Ischyja,sp.,,,Ischyja sp.,,
Heterocera,Erebidae,Erebinae,,Loxioda,sp.,,,Loxioda sp.,,
Heterocera,Erebidae,Erebinae,,Platyja,minutipuncta,,,Platyja minutipuncta,,
Heterocera,Erebidae,Erebinae,,Platyja,umbrina,,,Platyja umbrina,,
Heterocera,Erebidae,Erebinae,,Platyja,umminia,,,Platyja umminia,,
Heterocera,Erebidae,Erebinae,,Pseudosphetta,sp.,,,Pseudosphetta sp.,,
Heterocera,Erebidae,Erebinae,,Rhesala,sp.,,,Rhesala sp.,,
Heterocera,Erebidae,Erebinae,,Sympis,rufibasis,,,Sympis rufibasis,,
Heterocera,Erebidae,Erebinae,,Sypna,sp.,,,Sypna sp.,,
Heterocera,Erebidae,Erebinae,,Tiruvaca,subcostalis,,,Tiruvaca subcostalis,,
Heterocera,Erebidae,Erebinae,,Xenogenes,miranda,,,Xenogenes miranda,,
Heterocera,Erebidae,Erebinae,Acantholipini,Hypospila,bolinoides,,,Hypospila bolinoides,,
Heterocera,Erebidae,Erebinae,Acantholipini,Hypospila,creberrima,,,Hypospila creberrima,,
Heterocera,Erebidae,Erebinae,Acantholipini,Hypospila,sp.,,,Hypospila sp.,,
Heterocera,Erebidae,Erebinae,Amphigoniini,Amphigonia,hepatizans,,,Amphigonia hepatizans,,
Heterocera,Erebidae,Erebinae,Catephiini,Paranagia,rufostrigata,,,Paranagia rufostrigata,,
Heterocera,Erebidae,Erebinae,Cocytiini,Anereuthina,renosa,,,Anereuthina renosa,,
Heterocera,Erebidae,Erebinae,Cocytiini,Avatha,discolor,,,Avatha discolor,,
Heterocera,Erebidae,Erebinae,Cocytiini,Avatha,bubo,,,Avatha bubo,,
Heterocera,Erebidae,Erebinae,Cocytiini,Avatha,sp.,,,Avatha sp.,,
Heterocera,Erebidae,Erebinae,Cocytiini,Serrodes,sp.,,,Serrodes sp.,,
Heterocera,Erebidae,Erebinae,Ercheiini,Ercheia,cyllaria,,,Ercheia cyllaria,,
Heterocera,Erebidae,Erebinae,Ercheiini,Ercheia,sp.,,,Ercheia sp.,,
Heterocera,Erebidae,Erebinae,Erebini,Erebus,clavifera,,,Erebus clavifera,,
Heterocera,Erebidae,Erebinae,Erebini,Erebus,ephesperis,,,Erebus ephesperis,,
Heterocera,Erebidae,Erebinae,Erebini,Erebus,hieroglyphica,,,Erebus hieroglyphica,,
Heterocera,Erebidae,Erebinae,Erebini,Erebus,macrops,,,Erebus macrops,,
Heterocera,Erebidae,Erebinae,Erebini,Lygniodes,sp.,,,Lygniodes sp.,,
Heterocera,Erebidae,Erebinae,Euclidiini,Mocis,sp.,,,Mocis sp.,,
Heterocera,Erebidae,Erebinae,Euclidiini,Mocis,frugalis,,,Mocis frugalis,,
Heterocera,Erebidae,Erebinae,Euclidiini,Mocis,undata,,,Mocis undata,,
Heterocera,Erebidae,Erebinae,Hulodini,Ericeia,sp.,,,Ericeia sp.,,
Heterocera,Erebidae,Erebinae,Hulodini,Hulodes,caranea,,,Hulodes caranea,,
Heterocera,Erebidae,Erebinae,Hulodini,Hulodes,donata,,,Hulodes donata,,
Heterocera,Erebidae,Erebinae,Hulodini,Hulodes,drylla,,,Hulodes drylla,,
Heterocera,Erebidae,Erebinae,Hulodini,Hulodes,ischnethes,,,Hulodes ischnethes,,
Heterocera,Erebidae,Erebinae,Hulodini,Lacera,procellosa,,,Lacera procellosa,,
Heterocera,Erebidae,Erebinae,Hulodini,Lacera,sp.,,,Lacera sp.,,
Heterocera,Erebidae,Erebinae,Hulodini,Speiredonia,obscura,,,Speiredonia obscura,,
Heterocera,Erebidae,Erebinae,Hypopyrini,Hypopyra,sp.,,,Hypopyra sp.,,
Heterocera,Erebidae,Erebinae,Hypopyrini,Hypopyra,lactipex,,,Hypopyra lactipex,,
Heterocera,Erebidae,Erebinae,Hypopyrini,Hypopyra,ossigeroides,,,Hypopyra ossigeroides,,
Heterocera,Erebidae,Erebinae,Hypopyrini,Spirama,retorta,,,Spirama retorta,,
Heterocera,Erebidae,Erebinae,Ommatophorini,Ommatophora,fulvastra,,,Ommatophora fulvastra,,
Heterocera,Erebidae,Erebinae,Ophiusini,Artena,reggiantii,,,Artena reggiantii,,
Heterocera,Erebidae,Erebinae,Ophiusini,Artena,inversa,,,Artena inversa,,
Heterocera,Erebidae,Erebinae,Ophiusini,Buzara,pseudoumbrosa,,,Buzara pseudoumbrosa,,
Heterocera,Erebidae,Erebinae,Ophiusini,Chalciope,mygdon,,,Chalciope mygdon,,
Heterocera,Erebidae,Erebinae,Ophiusini,Grammodes,geometrica,,,Grammodes geometrica,,
Heterocera,Erebidae,Erebinae,Ophiusini,Ophisma,pallescens,,,Ophisma pallescens,,
Heterocera,Erebidae,Erebinae,Ophiusini,Thyas,coronata,,,Thyas coronata,,
Heterocera,Erebidae,Erebinae,Ophiusini,Ophiusa,disjungens,,,Ophiusa disjungens,,
Heterocera,Erebidae,Erebinae,Ophiusini,Ophiusa,trapezium,,,Ophiusa trapezium,,
Heterocera,Erebidae,Erebinae,Ophiusini,Ophiusa,sp.,,,Ophiusa sp.,,
Heterocera,Erebidae,Erebinae,Ophiusini,Oxyodes,scrobiculata,,,Oxyodes scrobiculata,,
Heterocera,Erebidae,Erebinae,Ophiusini,Oxyodes,sp.,,,Oxyodes sp.,,
Heterocera,Erebidae,Erebinae,Ophiusini,Thyas,honesta,,,Thyas honesta,,
Heterocera,Erebidae,Erebinae,Ophiusini,Thyas,sp.,,,Thyas sp.,,
Heterocera,Erebidae,Erebinae,Ophiusini,Trigonodes,hyppasia,,,Trigonodes hyppasia,,
Heterocera,Erebidae,Erebinae,Ophiusini,Trigonodes,cephise,,,Trigonodes cephise,,
Heterocera,Erebidae,Erebinae,Pandesmini,Polydesma,boarmoides,,,Polydesma boarmoides,,
Heterocera,Erebidae,Erebinae,Pericymini,Pericyma,sp.,,,Pericyma sp.,,
Heterocera,Erebidae,Erebinae,Phyllodini,Phyllodes,sp.,,,Phyllodes sp.,,
Heterocera,Erebidae,Erebinae,Phyllodini,Phyllodes,staudingeri,,,Phyllodes staudingeri,,
Heterocera,Erebidae,Erebinae,Phyllodini,Phyllodes,verhuelli,,,Phyllodes verhuelli,,
Heterocera,Erebidae,Erebinae,Poaphilini,Achaea,janata,,,Achaea janata,,
Heterocera,Erebidae,Erebinae,Poaphilini,Achaea,serva,,,Achaea serva,,
Heterocera,Erebidae,Erebinae,Poaphilini,Achaea,sp.,,,Achaea sp.,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,arcuata,,,Bastilla arcuata,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,amygdalis,,,Bastilla amygdalis,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,crameri,,,Bastilla crameri,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,joviana,,,Bastilla joviana,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,maturescens,,,Bastilla maturescens,,
Heterocera,Erebidae,Erebinae,Poaphilini,Bastilla,sp.,,,Bastilla sp.,,
Heterocera,Erebidae,Erebinae,Poaphilini,Macaldenia,palumba,,,Macaldenia palumba,,
Heterocera,Erebidae,Erebinae,Poaphilini,Parallelia,calefaciens,,,Parallelia calefaciens,,
Heterocera,Erebidae,Erebinae,Poaphilini,Pindara,illibata,,,Pindara illibata,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Anomis,flava,,,Anomis flava,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Anomis,sp.,,,Anomis sp.,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Anomis,mesogona,,,Anomis mesogona,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Dinumma,sp.,,,Dinumma sp.,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Arthisma,sp.,,,Arthisma sp.,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Rusicada,combinans,,,Rusicada combinans,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Rusicada,privata,,,Rusicada privata,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Rusicada,sp.,,,Rusicada sp.,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Savara,latimargo,,,Savara latimargo,,
Heterocera,Erebidae,Erebinae,Scoliopteygini,Savara,pallidapex,,,Savara pallidapex,,
Heterocera,Erebidae,Erebinae,Sypnini,Daddala,brevicauda,,,Daddala brevicauda,,
Heterocera,Erebidae,Erebinae,Sypnini,Daddala,lucilla,,,Daddala lucilla,,
Heterocera,Erebidae,Erebinae,Sypnini,Daddala,microdesma,,,Daddala microdesma,,
Heterocera,Erebidae,Erebinae,Sypnini,Daddala,sp.,,,Daddala sp.,,
Heterocera,Erebidae,Erebinae,Sypnini,Pterocyclophora,sp.,,,Pterocyclophora sp.,,
Heterocera,Erebidae,Herminiinae,,Adrapsa,ablualis,,,Adrapsa ablualis,,
Heterocera,Erebidae,Herminiinae,,Adrapsa,sp.,,,Adrapsa sp.,,
Heterocera,Erebidae,Herminiinae,,Bertula,abjudicalis,,,Bertula abjudicalis,,
Heterocera,Erebidae,Herminiinae,,Bertula,sp.,,,Bertula sp.,,
Heterocera,Erebidae,Herminiinae,,Bocana,manifestalis,,,Bocana manifestalis,,
Heterocera,Erebidae,Herminiinae,,Bocana,sp.,,,Bocana sp.,,
Heterocera,Erebidae,Herminiinae,,Bocana,silenusalis,,,Bocana silenusalis,,
Heterocera,Erebidae,Herminiinae,,Fobeades,crucialis,,,Fobeades crucialis,,
Heterocera,Erebidae,Herminiinae,,Hadennia,sp.,,,Hadennia sp.,,
Heterocera,Erebidae,Herminiinae,,Hepsidera,lignea,,,Hepsidera lignea,,
Heterocera,Erebidae,Herminiinae,,Hipoepa,biasalis,,,Hipoepa biasalis,,
Heterocera,Erebidae,Herminiinae,,Hipoepa,fractalis,,,Hipoepa fractalis,,
Heterocera,Erebidae,Herminiinae,,Hipoepa,sp.,,,Hipoepa sp.,,
Heterocera,Erebidae,Herminiinae,,Hydrillodes,sp.,,,Hydrillodes sp.,,
Heterocera,Erebidae,Herminiinae,,Oxaeanus,sp.,,,Oxaeanus sp.,,
Heterocera,Erebidae,Herminiinae,,Progonia,kurosawai,,,Progonia kurosawai,,
Heterocera,Erebidae,Herminiinae,,Progonia,sp.,,,Progonia sp.,,
Heterocera,Erebidae,Herminiinae,,Simplicia,sp.,,,Simplicia sp.,,
Heterocera,Erebidae,Herminiinae,,Simplicia,niphona,,,Simplicia niphona,,
Heterocera,Erebidae,Hypeninae,,Britha,biguttata,,,Britha biguttata,,
Heterocera,Erebidae,Hypeninae,,Dichromia,sp.,,,Dichromia sp.,,
Heterocera,Erebidae,Hypeninae,,Dichromia,quadralis,,,Dichromia quadralis,,
Heterocera,Erebidae,Hypeninae,,Dichromia,thermesialis,,,Dichromia thermesialis,,
Heterocera,Erebidae,Hypeninae,,Euphiuche,sp.,,,Euphiuche sp.,,
Heterocera,Erebidae,Hypeninae,,Hypena,conscitalis,,,Hypena conscitalis,,
Heterocera,Erebidae,Hypeninae,,Hypena,gonospilalis,,,Hypena gonospilalis,,
Heterocera,Erebidae,Hypeninae,,Hypena,laceratalis,,,Hypena laceratalis,,
Heterocera,Erebidae,Hypeninae,,Hypena,sp.,,,Hypena sp.,,
Heterocera,Erebidae,Hypeninae,,Hypena,masurialis,,,Hypena masurialis,,
Heterocera,Erebidae,Hypeninae,,Naarda,sp.,,,Naarda sp.,,
Heterocera,Erebidae,Hypeninae,,Nolasena,ferrifervens,,,Nolasena ferrifervens,,
Heterocera,Erebidae,Hypeninae,,Olulis,puncticinctalis,,,Olulis puncticinctalis,,
Heterocera,Erebidae,Hypeninae,,Panilla,sp.,,,Panilla sp.,,
Heterocera,Erebidae,Lymantriinae,,Aroa,sp.,,,Aroa sp.,,
Heterocera,Erebidae,Lymantriinae,,Carriola,ecnomoda,,,Carriola ecnomoda,,
Heterocera,Erebidae,Lymantriinae,,Laelia,sp.,,,Laelia sp.,,
Heterocera,Erebidae,Lymantriinae,,Locharna,sp.,,,Locharna sp.,,
Heterocera,Erebidae,Lymantriinae,,Dasychira,sp.,,,Dasychira sp.,,
Heterocera,Erebidae,Lymantriinae,,Olene,sp.,,,Olene sp.,,
Heterocera,Erebidae,Lymantriinae,,Pantana,sp.,,,Pantana sp.,,
Heterocera,Erebidae,Lymantriinae,Arctornithini,Arctornis,sp.,,,Arctornis sp.,,
Heterocera,Erebidae,Lymantriinae,Leucomini,Euproctis,varians,,,Euproctis varians,,
Heterocera,Erebidae,Lymantriinae,,Euproctis,sp.,,,Euproctis sp.,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Dura,amianta,,,Dura amianta,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Dura,sp.,,,Dura sp.,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Lymantria,brunneiplaga,,,Lymantria brunneiplaga,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Lymantria,lunata,,,Lymantria lunata,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Lymantria,singapura,,,Lymantria singapura,,
Heterocera,Erebidae,Lymantriinae,Lymantriini,Lymantria,sp.,,,Lymantria sp.,,
Heterocera,Erebidae,Lymantriinae,Nygmiini,Arna,sp.,,,Arna sp.,,
Heterocera,Erebidae,Lymantriinae,Nygmiini,Artaxa,ormea,,,Artaxa ormea,,
Heterocera,Erebidae,Lymantriinae,Nygmiini,Nygmia,sp.,,,Nygmia sp.,,
Heterocera,Erebidae,Lymantriinae,Nygmiini,Orvasca,sp.,,,Orvasca sp.,,
Heterocera,Erebidae,Lymantriinae,Nygmiini,Orvasca,subnotata,,,Orvasca subnotata,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Host,plant,,,Host plant,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Orgyia,sp.,,,Orgyia sp.,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Calliteara,sp.,,,Calliteara sp.,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Clethrogyna,turbata,,,Clethrogyna turbata,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Numenes,siletti,,,Numenes siletti,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Pantana,mindanensis,,,Pantana mindanensis,,
Heterocera,Erebidae,Lymantriinae,Orgyiini,Pantana,sp.,,,Pantana sp.,,
Heterocera,Erebidae,Anobinae,,Plecoptera,sp.,,,Plecoptera sp.,,
Heterocera,Erebidae,Eulepidotinae,Panopodini,Anticarsia,irrorata,,,Anticarsia irrorata,,
Heterocera,Erebidae,Hypenodinae,,Luceria,bakeri,,,Luceria bakeri,,
Heterocera,Erebidae,Hypenodinae,Micronoctuini,Mimachrostia,sp.,,,Mimachrostia sp.,,
Heterocera,Erebidae,Hypocalinae,,Hypocala,rostrata,,,Hypocala rostrata,,
Heterocera,Erebidae,Hypocalinae,,Hypocala,sp.,,,Hypocala sp.,,
Heterocera,Erebidae,Hypocalinae,,Hypocala,violacea,,,Hypocala violacea,,
Heterocera,Erebidae,Pangraptinae,,Bematha,extensa,,,Bematha extensa,Walker,1865
Heterocera,Erebidae,Pangraptinae,,Egnasia,sp.,,,Egnasia sp.,,
Heterocera,Erebidae,Pangraptinae,,Pangrapta,sp.,,,Pangrapta sp.,,
Heterocera,Erebidae,Rivulinae,,Bocula,calthula,,,Bocula calthula,,
Heterocera,Erebidae,Rivulinae,,Bocula,sp.,,,Bocula sp.,,
Heterocera,Erebidae,Rivulinae,,Rivula,sp.,,,Rivula sp.,,
Heterocera,Erebdae,Rivulinae,,Rivula,sp.,,,Rivula sp.,,
Heterocera,Erebidae,Scoliopteryginae,,Xanthanomis,aurantiaca,,,Xanthanomis aurantiaca,,
Heterocera,Erebidae,Toxocampinae,Toxocampini,Pantydia,metaspila,,,Pantydia metaspila,,
