division,family,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
,,Sonneratia,,,,,,
,,Sophora,,,,,,
,,Sorghum,,,,,,
,,Spathiostemon,,,,,,
,,Spathiphyllum,,,,,,
,,Spathodea,,,,,,
,,Spathoglottis,,,,,,
,,Spatholobus,,,,,,
,,Spergula,,,,,,
,,Spermacoce,,,,,,
,,Sphaeranthus,,,,,,
,,Sphaerobambos,,,,,,
,,Sphaerocaryum,,,,,,
,,Sphaerocoryne,,,,,,
,,Sphaeromorphaea,,,,,,
,,Sphaeropteris,,,,,,
,,Sphaerostephanos,,,,,,
,,Sphagneticola,,,,,,
,,Spigelia,,,,,,
,,Spinifex,,,,,,
,,Spiranthes,,,,,,
,,Spirodela,,,,,,
,,Spondias,,,,,,
,,Sporobolus,,,,,,
,,Stachytarpheta,,,,,,
,,Stackhousia,,,,,,
,,Stauranthera,,,,,,
,,Staurogyne,,,,,,
,,Stellaria,,,,,,
,,Stemodia,,,,,,
,,Stenochlaena,,,,,,
,,Stenomeris,,,,,,
,,Stenotaphrum,,,,,,
,,Stephania,,,,,,
,,Stephanotis,,,,,,
,,Sterculia,,,,,,
,,Stereochilus,,,,,,
,,Stereosandra,,,,,,
,,Sticherus,,,,,,
,,Stichorkis,,,,,,
,,Stigmaphyllon,,,,,,
,,Stigmatodactylus,,,,,,
,,Stillingia,,,,,,
,,Stixis,,,,,,
,,Stranvaesia,,,,,,
,,Streblosa,,,,,,
,,Streblus,,,,,,
,,Strelitzia,,,,,,
,,Streptocaulon,,,,,,
,,Strobilanthes,,,,,,
,,Strobocalyx,,,,,,
,,Strongyleria,,,,,,
,,Strongylodon,,,,,,
,,Strophanthus,,,,,,
,,Strophioblachia,,,,,,
,,Strophocaulon,,,,,,
,,Struchium,,,,,,
,,Strychnos,,,,,,
,,Stuckenia,,,,,,
,,Stylosanthes,,,,,,
,,Styphelia,,,,,,
,,Styrax,,,,,,
,,Sulettaria,,,,,,
,,Sumbaviopsis,,,,,,
,,Sundacarpus,,,,,,
,,Suregada,,,,,,
,,Suriana,,,,,,
,,Swertia,,,,,,
,,Swietenia,,,,,,
,,Swinglea,,,,,,
,,Swintonia,,,,,,
,,Sympetalandra,,,,,,
,,Symphorema,,,,,,
,,Symplocos,,,,,,
,,Synedrella,,,,,,
,,Syngonium,,,,,,
,,Syngramma,,,,,,
,,Syzygium,,,,,,
,,Tabebuia,,,,,,
,,Tabernaemontana,,,,,,
,,Tacca,,,,,,
,,Tadehagi,,,,,,
,,Taeniophyllum,,,,,,
,,Taenitis,,,,,,
,,Tagetes,,,,,,
,,Tainia,,,,,,
,,Tamarindus,,,,,,
,,Taraxacum,,,,,,
,,Tarenna,,,,,,
,,Tarennoidea,,,,,,
,,Tasmannia,,,,,,
,,Tateishia,,,,,,
,,Taxillus,,,,,,
,,Taxotrophis,,,,,,
,,Taxus,,,,,,
,,Tecoma,,,,,,
,,Tectona,,,,,,
,,Teijsmanniodendron,,,,,,
,,Telmatoblechnum,,,,,,
,,Telosma,,,,,,
,,Tephrosia,,,,,,
,,Teramnus,,,,,,
,,Teratophyllum,,,,,,
,,Terminalia,,,,,,
,,Tetracera,,,,,,
,,Tetractomia,,,,,,
,,Tetradium,,,,,,
,,Tetragonia,,,,,,
,,Tetrapilus,,,,,,
,,Tetrastigma,,,,,,
,,Teucrium,,,,,,
,,Teyleria,,,,,,
,,Thalassia,,,,,,
,,Thalictrum,,,,,,
,,Thaumasianthes,,,,,,
,,Thecostele,,,,,,
,,Thelasis,,,,,,
,,Thelymitra,,,,,,
,,Themeda,,,,,,
,,Thespesia,,,,,,
,,Thladiantha,,,,,,
,,Thottea,,,,,,
,,Thrixspermum,,,,,,
,,Thuarea,,,,,,
,,Thunbergia,,,,,,
,,Thylacopteris,,,,,,
,,Thymus,,,,,,
,,Thyrsacanthus,,,,,,
,,Thysanolaena,,,,,,
,,Thysanotus,,,,,,
,,Ticanto,,,,,,
,,Timonius,,,,,,
,,Tinomiscium,,,,,,
,,Tinospora,,,,,,
,,Tithonia,,,,,,
,,Tomophyllum,,,,,,
,,Toona,,,,,,
,,Toxicodendron,,,,,,
,,Trachelospermum,,,,,,
,,Trachoma,,,,,,
,,Trachymene,,,,,,
,,Trachyspermum,,,,,,
,,Tradescantia,,,,,,
,,Trema,,,,,,
,,Triadica,,,,,,
,,Trianthema,,,,,,
,,Tribulus,,,,,,
,,Tricarpelema,,,,,,
,,Trichodesma,,,,,,
,,Trichoglottis,,,,,,
,,Trichophorum,,,,,,
,,Trichosanthes,,,,,,
,,Trichotosia,,,,,,
,,Tricyrtis,,,,,,
,,Tridax,,,,,,
,,Trifidacanthus,,,,,,
,,Trifolium,,,,,,
,,Trigastrotheca,,,,,,
,,Trigonachras,,,,,,
,,Trigonostemon,,,,,,
,,Trigonotis,,,,,,
,,Triphasia,,,,,,
,,Tripidium,,,,,,
,,Triplaris,,,,,,
,,Tripogon,,,,,,
,,Tripsacum,,,,,,
,,Tripterospermum,,,,,,
,,Tristaniopsis,,,,,,
,,Tristellateia,,,,,,
,,Tristira,,,,,,
,,Tristiropsis,,,,,,
,,Tritaxis,,,,,,
,,Triticum,,,,,,
,,Tropaeolum,,,,,,
,,Tropidia,,,,,,
,,Tuberolabium,,,,,,
,,Tubocapsicum,,,,,,
,,Turnera,,,,,,
,,Turpinia,,,,,,
,,Turraea,,,,,,
,,Typha,,,,,,
,,Typhonium,,,,,,
,,Uncaria,,,,,,
,,Uraria,,,,,,
,,Urceola,,,,,,
,,Urena,,,,,,
,,Urochloa,,,,,,
,,Uromyrtus,,,,,,
,,Urophyllum,,,,,,
,,Urtica,,,,,,
,,Utania,,,,,,
,,Uvaria,,,,,,
,,Vaccinium,,,,,,
,,Vachellia,,,,,,
,,Vaginularia,,,,,,
,,Vallisneria,,,,,,
,,Vanda,,,,,,
,,Vandopsis,,,,,,
,,Vanilla,,,,,,
,,Vanoverberghia,,,,,,
,,Vatica,,,,,,
,,Vavaea,,,,,,
,,Ventilago,,,,,,
,,Verbena,,,,,,
,,Vernonia,,,,,,
,,Veronica,,,,,,
,,Vidalasia,,,,,,
,,Vigna,,,,,,
,,Villaria,,,,,,
,,Vincetoxicum,,,,,,
,,Viola,,,,,,
,,Viscum,,,,,,
,,Vitex,,,,,,
,,Vitis,,,,,,
,,Voacanga,,,,,,
,,Volkameria,,,,,,
,,Vrydagzynea,,,,,,
,,Wahlenbergia,,,,,,
,,Wallaceodendron,,,,,,
,,Walsura,,,,,,
,,Wendlandia,,,,,,
,,Wenzelia,,,,,,
,,Wetria,,,,,,
,,Whitfordiodendron,,,,,,
,,Wikstroemia,,,,,,
,,Willughbeia,,,,,,
,,Wolffia,,,,,,
,,Wollastonia,,,,,,
,,Woodfordia,,,,,,
,,Woodwardia,,,,,,
,,Wrightia,,,,,,
,,Wurfbainia,,,,,,
,,Xanthium,,,,,,
,,Xanthomyrtus,,,,,,
,,Xanthophyllum,,,,,,
,,Xanthophytum,,,,,,
,,Xanthosoma,,,,,,
,,Xanthostemon,,,,,,
,,Xantolis,,,,,,
,,Xenostegia,,,,,,
,,Xerochrysum,,,,,,
,,Xiphidium,,,,,,
,,Xiphopterella,,,,,,
,,Xylocarpus,,,,,,
,,Xylopia,,,,,,
,,Xylosma,,,,,,
,,Xyris,,,,,,
,,Youngia,,,,,,
,,Yushania,,,,,,
,,Zanonia,,,,,,
,,Zantedeschia,,,,,,
,,Zanthoxylum,,,,,,
,,Zapoteca,,,,,,
,,Zea,,,,,,
,,Zehneria,,,,,,
,,Zephyranthes,,,,,,
,,Zeuxine,,,,,,
,,Zingiber,,,,,,
,,Zinnia,,,,,,
,,Zippelia,,,,,,
,,Ziziphus,,,,,,
,,Zornia,,,,,,
,,Zoysia,,,,,,
