division,family,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
Pteridophyte,Dryopteridaceae,Elaphoglossum,apoense,,,Elaphoglossum apoense,Holttum,1966
Pteridophyte,Dryopteridaceae,Elaphoglossum,blumeanum,,,Elaphoglossum blumeanum,(Fée) J.Sm.,1866
Pteridophyte,Dryopteridaceae,Elaphoglossum,calanasanicum,,,Elaphoglossum calanasanicum,Holttum,1974
Pteridophyte,Dryopteridaceae,Elaphoglossum,callifolium,,,Elaphoglossum callifolium,(Blume) J.Sm.,1846
Pteridophyte,Dryopteridaceae,Elaphoglossum,luzonicum,,,Elaphoglossum luzonicum,Copel.,1907
Pteridophyte,Dryopteridaceae,Elaphoglossum,melanostictum,,,Elaphoglossum melanostictum,(Blume) T.Moore,1862
Pteridophyte,Dryopteridaceae,Elaphoglossum,negrosensis,,,Elaphoglossum negrosensis,Holttum,1966
Pteridophyte,Dryopteridaceae,Elaphoglossum,ophioglossoides,,,Elaphoglossum ophioglossoides,(Goldm.) Holttum,1974
Pteridophyte,Dryopteridaceae,Lastreopsis,tenera,,,Lastreopsis tenera,(R.Br.) Tindale,1957
Pteridophyte,Dryopteridaceae,Lomagramma,brooksii,,,Lomagramma brooksii,Copel.,1908
Pteridophyte,Dryopteridaceae,Lomagramma,copelandii,,,Lomagramma copelandii,Holttum,1937
Pteridophyte,Dryopteridaceae,Lomagramma,merrillii,,,Lomagramma merrillii,Holttum,1937
Pteridophyte,Dryopteridaceae,Lomagramma,pteroides,,,Lomagramma pteroides,J.Sm.,1841
Pteridophyte,Dryopteridaceae,Pleocnemia,brongniartii,,,Pleocnemia brongniartii,(Bory) Holttum,1974
Pteridophyte,Dryopteridaceae,Pleocnemia,conjugata,,,Pleocnemia conjugata,(Blume) C.Presl,1851
Pteridophyte,Dryopteridaceae,Pleocnemia,cumingiana,,,Pleocnemia cumingiana,C.Presl,1851
Pteridophyte,Dryopteridaceae,Pleocnemia,hemiteliiformis,,,Pleocnemia hemiteliiformis,(Racib.) Holttum,1951
Pteridophyte,Dryopteridaceae,Pleocnemia,irregularis,,,Pleocnemia irregularis,(C.Presl) Holttum,1974
Pteridophyte,Dryopteridaceae,Pleocnemia,macrodonta,,,Pleocnemia macrodonta,(C.Presl ex Fée) Holttum,1974
Pteridophyte,Dryopteridaceae,Pleocnemia,presliana,,,Pleocnemia presliana,Holttum,1951
Pteridophyte,Dryopteridaceae,Polystichum,biaristatum,,,Polystichum biaristatum,(Blume) T.Moore,1858
Pteridophyte,Dryopteridaceae,Polystichum,copelandii,,,Polystichum copelandii,Christ,1907
Pteridophyte,Dryopteridaceae,Polystichum,deltodon,,,Polystichum deltodon,(Baker) Diels,1899
Pteridophyte,Dryopteridaceae,Polystichum,elmeri,,,Polystichum elmeri,Copel.,1952
Pteridophyte,Dryopteridaceae,Polystichum,fuscum,,,Polystichum fuscum,Copel.,1952
Pteridophyte,Dryopteridaceae,Polystichum,moluccense,,,Polystichum moluccense,(Blume) T.Moore,1858
Pteridophyte,Dryopteridaceae,Polystichum,nepalense,,,Polystichum nepalense,(Spreng.) C.Chr.,1905
Pteridophyte,Dryopteridaceae,Polystichum,obliquum,,,Polystichum obliquum,(D.Don) T.Moore,1858
Pteridophyte,Dryopteridaceae,Polystichum,obtusum,,,Polystichum obtusum,J.Sm. ex C.Presl,1851
Pteridophyte,Dryopteridaceae,Polystichum,piceopaleaceum,,,Polystichum piceopaleaceum,Tagawa,1936
Pteridophyte,Dryopteridaceae,Polystichum,grandifrons,,,Polystichum grandifrons,C.Chr.,1934
Pteridophyte,Dryopteridaceae,Polystichum,manmeiense,,,Polystichum manmeiense,(Christ) Nakaike,1982
Pteridophyte,Dryopteridaceae,Teratophyllum,aculeatum,,,Teratophyllum aculeatum,(Blume) Mett. ex Kuhn,1869
Pteridophyte,Dryopteridaceae,Teratophyllum,arthropteroides,,,Teratophyllum arthropteroides,(Christ) Holttum,1932
Pteridophyte,Dryopteridaceae,Teratophyllum,koordersii,,,Teratophyllum koordersii,Holttum,1932
Pteridophyte,Dryopteridaceae,Teratophyllum,leptocarpum,,,Teratophyllum leptocarpum,(Fée) Holttum,1937
Pteridophyte,Dryopteridaceae,Teratophyllum,luzonicum,,,Teratophyllum luzonicum,Holttum,1932
Pteridophyte,Equisetaceae,Equisetum,ramosissimum,debile,,Equisetum ramosissimum debile,Desf.,1799
Pteridophyte,Gleicheniaceae,Dicranopteris,curranii,,,Dicranopteris curranii,Copel.,1952
Pteridophyte,Gleicheniaceae,Dicranopteris,linearis,,,Dicranopteris linearis,(Burm.f.) Underw.,1907
Pteridophyte,Gleicheniaceae,Dicranopteris,splendida,,,Dicranopteris splendida,(Hand.-Mazz.) Tagawa,1939
Pteridophyte,Gleicheniaceae,Dicranopteris,subpectinata,,,Dicranopteris subpectinata,(Christ) C.M.Kuo,1985
Pteridophyte,Gleicheniaceae,Dicranopteris,taiwanensis,,,Dicranopteris taiwanensis,Ching & P.S.Chiu,1959
Pteridophyte,Gleicheniaceae,Diplopterygium,elmeri,,,Diplopterygium elmeri,(Copel.) Nakai,1950
Pteridophyte,Gleicheniaceae,Diplopterygium,laevissimum,,,Diplopterygium laevissimum,(Christ) Nakai,1950
Pteridophyte,Gleicheniaceae,Diplopterygium,longissimum,,,Diplopterygium longissimum,(Blume) Nakai,1950
Pteridophyte,Gleicheniaceae,Diplopterygium,sordidum,,,Diplopterygium sordidum,(Copel.) Parris,1997
Pteridophyte,Gleicheniaceae,Gleichenia,dicarpa,,,Gleichenia dicarpa,R.Br.,1810
Pteridophyte,Gleicheniaceae,Gleichenia,microphylla,,,Gleichenia microphylla,R.Br.,1810
Pteridophyte,Gleicheniaceae,Gleichenia,paleacea,,,Gleichenia paleacea,(Copel.) Holttum,1957
Pteridophyte,Gleicheniaceae,Gleichenia,peltophora,,,Gleichenia peltophora,Copel.,1929
Pteridophyte,Gleicheniaceae,Gleichenia,vulcanica,,,Gleichenia vulcanica,Blume,1828
Pteridophyte,Gleicheniaceae,Sticherus,hirtus,,,Sticherus hirtus,(Blume) Ching,1940
Pteridophyte,Gleicheniaceae,Sticherus,hispidus,,,Sticherus hispidus,(Mett. ex Kuhn) Copel.,1947
Pteridophyte,Gleicheniaceae,Sticherus,loheri,,,Sticherus loheri,(Christ) Copel.,1958
Pteridophyte,Gleicheniaceae,Sticherus,milnei,,,Sticherus milnei,(Baker) Ching,1940
Pteridophyte,Gleicheniaceae,Sticherus,truncatus,,,Sticherus truncatus,(Willd.) Nakai,1950
Pteridophyte,Isoetaceae,Isoetes,philippinensis,,,Isoetes philippinensis,Merr. & L.M.Perry,1940
Pteridophyte,Lomariopsidaceae,Cyclopeltis,crenata,,,Cyclopeltis crenata,(Fée) C.Chr.,1934
Pteridophyte,Lomariopsidaceae,Cyclopeltis,presliana,,,Cyclopeltis presliana,(J.Sm.) Berk.,1857
Pteridophyte,Lomariopsidaceae,Lomariopsis,kingii,,,Lomariopsis kingii,(Copel.) Holttum,1933
Pteridophyte,Lomariopsidaceae,Lomariopsis,lineata,,,Lomariopsis lineata,(C.Presl) Holttum,1969
Pteridophyte,Lomariopsidaceae,Lomariopsis,subtrifoliata,,,Lomariopsis subtrifoliata,(Copel.) Holttum,1933
Pteridophyte,Lomariopsidaceae,Lomariopsis,spectabilis,,,Lomariopsis spectabilis,(Kunze) Mett.,1856
Pteridophyte,Lycopodiaceae,Dendrolycopodium,juniperoideum,,,Dendrolycopodium juniperoideum,(Sw.) A.Haines,2003
Pteridophyte,Lycopodiaceae,Diphasiastrum,multispicatum,,,Diphasiastrum multispicatum,(J.H.Wilce) Holub,1975
Pteridophyte,Lycopodiaceae,Diphasiastrum,wightianum,,,Diphasiastrum wightianum,(Wall. ex Hook. & Grev.) Holub,1975
Pteridophyte,Lycopodiaceae,Diphasiastrum,nikoense,,,Diphasiastrum nikoense,(Franch. & Sav.) Holub,1975
Pteridophyte,Lycopodiaceae,Diphasium,scariosum,,,Diphasium scariosum,(G.Forst.) Rothm.,1944
Pteridophyte,Lycopodiaceae,Huperzia,javanica,,,Huperzia javanica,(Sw.) C.Y.Yang,1989
Pteridophyte,Lycopodiaceae,Huperzia,miniata,,,Huperzia miniata,(Spring) Trevis.,1875
Pteridophyte,Lycopodiaceae,Huperzia,minima,,,Huperzia minima,(Herter) Holub,1985
Pteridophyte,Lycopodiaceae,Huperzia,selago,,,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,1829
Pteridophyte,Lycopodiaceae,Huperzia,somae,,,Huperzia somae,(Hayata) Ching,1981
Pteridophyte,Lycopodiaceae,Lateristachys,halconensis,,,Lateristachys halconensis,(Copel.) Holub,1983
Pteridophyte,Lycopodiaceae,Lycopodiastrum,casuarinoides,,,Lycopodiastrum casuarinoides,(Spring) Holub ex R.D.Dixit,1981
Pteridophyte,Lycopodiaceae,Lycopodium,clavatum,clavatum,,Lycopodium clavatum clavatum,L.,1753
Pteridophyte,Lycopodiaceae,Lycopodium,japonicum,,,Lycopodium japonicum,Thunb.,1784
Pteridophyte,Lycopodiaceae,Palhinhaea,cernua,,,Palhinhaea cernua,(L.) Vasc. & Franco,1967
Pteridophyte,Lycopodiaceae,Phlegmariurus,banayanicus,,,Phlegmariurus banayanicus,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,carinatus,,,Phlegmariurus carinatus,(Desv.) Ching,1982
Pteridophyte,Lycopodiaceae,Phlegmariurus,delbrueckii,,,Phlegmariurus delbrueckii,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,elmeri,,,Phlegmariurus elmeri,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,filiformis,,,Phlegmariurus filiformis,(Sw.) W.H.Wagner,1995
Pteridophyte,Lycopodiaceae,Phlegmariurus,fordii,,,Phlegmariurus fordii,(Baker) Ching,1982
Pteridophyte,Lycopodiaceae,Phlegmariurus,giganteus,,,Phlegmariurus giganteus,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,magnusianus,,,Phlegmariurus magnusianus,(Herter) A.R.Field & Testo,2015
Pteridophyte,Lycopodiaceae,Phlegmariurus,merrillii,,,Phlegmariurus merrillii,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,multifarius,,,Phlegmariurus multifarius,(Alderw.) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,nummulariifolius,,,Phlegmariurus nummulariifolius,(Blume) Ching,1981
Pteridophyte,Lycopodiaceae,Phlegmariurus,phlegmaria,,,Phlegmariurus phlegmaria,(L.) Holub,1964
Pteridophyte,Lycopodiaceae,Phlegmariurus,phyllanthus,,,Phlegmariurus phyllanthus,(Hook. & Arn.) R.D.Dixit,1981
Pteridophyte,Lycopodiaceae,Phlegmariurus,pinifolius,,,Phlegmariurus pinifolius,(Trevis.) Kiew,2018
Pteridophyte,Lycopodiaceae,Phlegmariurus,salvinioides,,,Phlegmariurus salvinioides,(Herter) Ching,1982
Pteridophyte,Lycopodiaceae,Phlegmariurus,squarrosus,,,Phlegmariurus squarrosus,(G.Forst.) Á.Löve & D.Löve,1977
Pteridophyte,Lycopodiaceae,Phlegmariurus,tetrastichus,,,Phlegmariurus tetrastichus,(Kunze) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,toppingii,,,Phlegmariurus toppingii,(Herter) A.R.Field & Bostock,2013
Pteridophyte,Lycopodiaceae,Phlegmariurus,verticillatus,,,Phlegmariurus verticillatus,(L.f.) A.R.Field & Testo,2015
Pteridophyte,Lycopodiaceae,Phlegmariurus,cryptomerinus,,,Phlegmariurus cryptomerinus,(Maxim.) Satou,1997
Pteridophyte,Lycopodiaceae,Phlegmariurus,hippuris,,,Phlegmariurus hippuris,(Desv.) A.R.Field & Testo,2015
Pteridophyte,Lycopodiaceae,Pseudodiphasium,volubile,,,Pseudodiphasium volubile,(G.Forst.) Holub,1983
Pteridophyte,Marattiaceae,Angiopteris,angustifolia,,,Angiopteris angustifolia,C.Presl,1845
Pteridophyte,Marattiaceae,Angiopteris,arborescens,,,Angiopteris arborescens,(Blanco) Merr.,1918
Pteridophyte,Marattiaceae,Angiopteris,cartilagidens,,,Angiopteris cartilagidens,Christ,1898
Pteridophyte,Marattiaceae,Angiopteris,evecta,,,Angiopteris evecta,(G.Forst.) Hoffm.,1794
Pteridophyte,Marattiaceae,Angiopteris,pruinosa,,,Angiopteris pruinosa,Kunze,1846
Pteridophyte,Marattiaceae,Angiopteris,smithii,,,Angiopteris smithii,Racib.,1902
Pteridophyte,Marattiaceae,Angiopteris,subcuspidata,,,Angiopteris subcuspidata,Rosenst.,1917
Pteridophyte,Marattiaceae,Christensenia,aesculifolia,,,Christensenia aesculifolia,(Blume) Maxon,1905
Pteridophyte,Marattiaceae,Christensenia,lobbiana,,,Christensenia lobbiana,(de Vriese) Rolleri,1993
Pteridophyte,Marattiaceae,Ptisana,pellucida,,,Ptisana pellucida,(C.Presl) Murdock,2008
Pteridophyte,Marattiaceae,Ptisana,sambucina,,,Ptisana sambucina,(Blume) Murdock,2008
Pteridophyte,Marattiaceae,Ptisana,sylvatica,,,Ptisana sylvatica,(Blume) Murdock,2008
Pteridophyte,Marattiaceae,Ptisana,ternatea,,,Ptisana ternatea,(de Vriese) Murdock,2008
Pteridophyte,Marsileaceae,Marsilea,crenata,,,Marsilea crenata,C.Presl,1825
Pteridophyte,Marsileaceae,Marsilea,minuta,,,Marsilea minuta,L.,1771
Pteridophyte,Marsileaceae,Marsilea,quadrifolia,,,Marsilea quadrifolia,L.,1753
Pteridophyte,Oleandraceae,Oleandra,cumingii,,,Oleandra cumingii,J.Sm.,1842
Pteridophyte,Oleandraceae,Oleandra,musifolia,,,Oleandra musifolia,(Blume) C.Presl,1851
Pteridophyte,Oleandraceae,Oleandra,neriiformis,,,Oleandra neriiformis,Cav.,1799
Pteridophyte,Oleandraceae,Oleandra,sibbaldii,,,Oleandra sibbaldii,Grev.,1848
Pteridophyte,Osmundaceae,Osmunda,herbacea,,,Osmunda herbacea,Copel.,1929
Pteridophyte,Osmundaceae,Plenasium,banksiifolium,,,Plenasium banksiifolium,(C.Presl) C.Presl,1836
Pteridophyte,Polypodiaceae,Acrosorus,friderici-et-pauli,,,Acrosorus friderici-et-pauli,(Christ) Copel.,1906
Pteridophyte,Polypodiaceae,Acrosorus,streptophyllus,,,Acrosorus streptophyllus,(Baker) Copel.,1935
Pteridophyte,Polypodiaceae,Bosmania,membranacea,,,Bosmania membranacea,(D.Don) Testo,2019
Pteridophyte,Polypodiaceae,Calligrammitis,beddomeana,,,Calligrammitis beddomeana,"(Alderw.) Parris, Sundue, Li Bing Zhang, X.M.Zhou & Ralf Knapp",2023
Pteridophyte,Polypodiaceae,Calymmodon,clavifer,,,Calymmodon clavifer,(Hook.) T.Moore,1861
Pteridophyte,Polypodiaceae,Calymmodon,cucullatus,,,Calymmodon cucullatus,(Nees & Blume) C.Presl,1836
Pteridophyte,Polypodiaceae,Calymmodon,gracilis,,,Calymmodon gracilis,(Fée) Copel.,1927
Pteridophyte,Polypodiaceae,Calymmodon,gracillimus,,,Calymmodon gracillimus,(Copel.) Nakai ex H.Ito,1935
Pteridophyte,Polypodiaceae,Calymmodon,muscoides,,,Calymmodon muscoides,(Copel.) Copel.,1927
Pteridophyte,Polypodiaceae,Calymmodon,pectinatus,,,Calymmodon pectinatus,Parris,2021
Pteridophyte,Polypodiaceae,Chrysogrammitis,glandulosa,,,Chrysogrammitis glandulosa,(J.Sm.) Parris,1998
Pteridophyte,Polypodiaceae,Chrysogrammitis,musgraviana,,,Chrysogrammitis musgraviana,(Baker) Parris,1998
Pteridophyte,Polypodiaceae,Ctenopterella,blechnoides,,,Ctenopterella blechnoides,(Grev.) Parris,2007
Pteridophyte,Polypodiaceae,Ctenopterella,denticulata,,,Ctenopterella denticulata,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Ctenopterella,pediculata,,,Ctenopterella pediculata,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Dasygrammitis,fuscata,,,Dasygrammitis fuscata,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Dasygrammitis,malaccana,,,Dasygrammitis malaccana,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Dasygrammitis,mollicoma,,,Dasygrammitis mollicoma,(Nees & Blume) Parris,2007
Pteridophyte,Polypodiaceae,Dendroconche,linguiforme,,,Dendroconche linguiforme,"(Mett.) Testo, Sundue & A.R.Field",2019
Pteridophyte,Polypodiaceae,Drynaria,aglaomorpha,,,Drynaria aglaomorpha,Christenh.,2015
Pteridophyte,Polypodiaceae,Drynaria,cornucopia,,,Drynaria cornucopia,(Copel.) Alderw.,1908
Pteridophyte,Polypodiaceae,Drynaria,descensa,,,Drynaria descensa,Copel.,1908
Pteridophyte,Polypodiaceae,Drynaria,heraclea,,,Drynaria heraclea,(Kunze) T.Moore,1862
Pteridophyte,Polypodiaceae,Drynaria,meyeniana,,,Drynaria meyeniana,(Schott) Christenh.,2015
Pteridophyte,Polypodiaceae,Drynaria,pilosa,,,Drynaria pilosa,(J.Sm. ex Kunze) Christenh.,2015
Pteridophyte,Polypodiaceae,Drynaria,quercifolia,,,Drynaria quercifolia,(L.) J.Sm.,1841
Pteridophyte,Polypodiaceae,Drynaria,rigidula,,,Drynaria rigidula,(Sw.) Bedd.,1869
Pteridophyte,Polypodiaceae,Drynaria,sagitta,,,Drynaria sagitta,(Christ) Christenh.,2015
Pteridophyte,Polypodiaceae,Drynaria,sparsisora,,,Drynaria sparsisora,(Desv.) T.Moore,1862
Pteridophyte,Polypodiaceae,Drynaria,speciosa,,,Drynaria speciosa,(Blume) Christenh.,2015
Pteridophyte,Polypodiaceae,Goniophlebium,benguetense,,,Goniophlebium benguetense,(Copel.) Copel.,1960
Pteridophyte,Polypodiaceae,Goniophlebium,coadunatum,,,Goniophlebium coadunatum,Barcelona & M.G.Price,1999
Pteridophyte,Polypodiaceae,Goniophlebium,mengtzeense,,,Goniophlebium mengtzeense,(Christ) Rödl-Linder,1987
Pteridophyte,Polypodiaceae,Goniophlebium,percussum,,,Goniophlebium percussum,(Cav.) W.H.Wagner & Grether,1948
Pteridophyte,Polypodiaceae,Goniophlebium,persicifolium,,,Goniophlebium persicifolium,(Desv.) Bedd.,1870
Pteridophyte,Polypodiaceae,Goniophlebium,pseudoconnatum,,,Goniophlebium pseudoconnatum,(Copel.) Copel.,1960
Pteridophyte,Polypodiaceae,Goniophlebium,subauriculatum,,,Goniophlebium subauriculatum,(Blume) C.Presl,1836
Pteridophyte,Polypodiaceae,Goniophlebium,terrestre,,,Goniophlebium terrestre,Copel.,1935
Pteridophyte,Polypodiaceae,Lecanopteris,deparioides,,,Lecanopteris deparioides,(Ces.) Baker,1881
Pteridophyte,Polypodiaceae,Lecanopteris,lomarioides,,,Lecanopteris lomarioides,(Kunze ex Mett.) Copel.,1929
Pteridophyte,Polypodiaceae,Lecanopteris,luzonensis,,,Lecanopteris luzonensis,Hennipman,1987
Pteridophyte,Polypodiaceae,Lecanopteris,sinuosa,,,Lecanopteris sinuosa,(Wall. ex Hook.) Copel.,1947
Pteridophyte,Polypodiaceae,Lepisorus,accedens,,,Lepisorus accedens,(Blume) Hosok.,1941
Pteridophyte,Polypodiaceae,Lepisorus,carnosus,,,Lepisorus carnosus,"(Hook.) C.F.Zhao, R.Wei & X.C.Zhang",2019
Pteridophyte,Polypodiaceae,Lepisorus,longifolius,,,Lepisorus longifolius,(Blume) Holttum,1955
Pteridophyte,Polypodiaceae,Lepisorus,mucronatus,,,Lepisorus mucronatus,(Fée) Li Wang,2010
Pteridophyte,Polypodiaceae,Lepisorus,platyrhynchos,,,Lepisorus platyrhynchos,(Kunze) Li Wang,2010
Pteridophyte,Polypodiaceae,Lepisorus,spicatus,,,Lepisorus spicatus,(L.f.) Li Wang,2010
Pteridophyte,Polypodiaceae,Lepisorus,thunbergianus,,,Lepisorus thunbergianus,(Kaulf.) Ching,1933
Pteridophyte,Polypodiaceae,Lepisorus,validinervis,,,Lepisorus validinervis,(Kunze) Li Wang,2010
Pteridophyte,Polypodiaceae,Lepisorus,zippelii,,,Lepisorus zippelii,"(Blume) C.F.Zhao, R.Wei & X.C.Zhang",2019
Pteridophyte,Polypodiaceae,Leptochilus,axillaris,,,Leptochilus axillaris,(Cav.) Kaulf.,1824
Pteridophyte,Polypodiaceae,Leptochilus,bolsteri,,,Leptochilus bolsteri,(Copel.) Parris,2018
Pteridophyte,Polypodiaceae,Leptochilus,decurrens,,,Leptochilus decurrens,Blume,1828
Pteridophyte,Polypodiaceae,Leptochilus,dolichopterus,,,Leptochilus dolichopterus,(Copel.) Fraser-Jenk. & Amoroso,2008
Pteridophyte,Polypodiaceae,Leptochilus,ellipticus,,,Leptochilus ellipticus,(Thunb.) Noot.,1997
Pteridophyte,Polypodiaceae,Leptochilus,fluviatilis,,,Leptochilus fluviatilis,(Lauterb.) Liang Zhang & Li Bing Zhang,2018
Pteridophyte,Polypodiaceae,Leptochilus,hemionitideus,,,Leptochilus hemionitideus,(C.Presl) Noot.,1997
Pteridophyte,Polypodiaceae,Leptochilus,insignis,,,Leptochilus insignis,(Blume) Fraser-Jenk.,2008
Pteridophyte,Polypodiaceae,Leptochilus,longissimus,,,Leptochilus longissimus,(Blume) L.Y.Kuo,2019
Pteridophyte,Polypodiaceae,Leptochilus,macrophyllus,,,Leptochilus macrophyllus,(Blume) Noot.,1997
Pteridophyte,Polypodiaceae,Leptochilus,minor,,,Leptochilus minor,Fée,1845
Pteridophyte,Polypodiaceae,Leptochilus,pedunculatus,,,Leptochilus pedunculatus,(Hook. & Grev.) Fraser-Jenk.,2008
Pteridophyte,Polypodiaceae,Leptochilus,pothifolius,,,Leptochilus pothifolius,(Buch.-Ham. ex D.Don) Fraser-Jenk.,2008
Pteridophyte,Polypodiaceae,Leptochilus,pteropus,pteropus,,Leptochilus pteropus pteropus,(Blume) Fraser-Jenk.,2008
Pteridophyte,Polypodiaceae,Loxogramme,antrophyoides,,,Loxogramme antrophyoides,(Baker) C.Chr.,1927
Pteridophyte,Polypodiaceae,Loxogramme,avenia,,,Loxogramme avenia,(Blume) C.Presl,1836
Pteridophyte,Polypodiaceae,Loxogramme,chinensis,,,Loxogramme chinensis,Ching,1929
Pteridophyte,Polypodiaceae,Loxogramme,conferta,,,Loxogramme conferta,Copel.,1905
Pteridophyte,Polypodiaceae,Loxogramme,cuspidata,,,Loxogramme cuspidata,(Zenker) M.G.Price,1984
Pteridophyte,Polypodiaceae,Loxogramme,dimorpha,,,Loxogramme dimorpha,Copel.,1908
Pteridophyte,Polypodiaceae,Loxogramme,ensifrons,,,Loxogramme ensifrons,Alderw.,1913
Pteridophyte,Polypodiaceae,Loxogramme,forbesii,,,Loxogramme forbesii,Copel.,1914
Pteridophyte,Polypodiaceae,Loxogramme,parallela,,,Loxogramme parallela,Copel.,1905
Pteridophyte,Polypodiaceae,Loxogramme,scolopendrioides,,,Loxogramme scolopendrioides,(Gaudich.) C.V.Morton,1973
Pteridophyte,Polypodiaceae,Loxogramme,subselliguea,,,Loxogramme subselliguea,(Baker) Alston,1939
Pteridophyte,Polypodiaceae,Loxogramme,remotefrondigera,,,Loxogramme remotefrondigera,(Hayata) C.Chr.,1917
Pteridophyte,Polypodiaceae,Micropolypodium,pulogense,,,Micropolypodium pulogense,(Copel.) A.R.Sm.,1992
Pteridophyte,Polypodiaceae,Microsorum,congregatifolium,,,Microsorum congregatifolium,(Alderw.) Holttum,1955
Pteridophyte,Polypodiaceae,Microsorum,heterocarpum,,,Microsorum heterocarpum,(Blume) Ching,1933
Pteridophyte,Polypodiaceae,Microsorum,heterolobum,,,Microsorum heterolobum,(C.Chr.) Copel.,1947
Pteridophyte,Polypodiaceae,Microsorum,longissimum,,,Microsorum longissimum,J.Sm. ex Fée,1852
Pteridophyte,Polypodiaceae,Microsorum,monstrosum,,,Microsorum monstrosum,(Copel.) Copel.,1947
Pteridophyte,Polypodiaceae,Microsorum,pentaphyllum,,,Microsorum pentaphyllum,(Baker) Copel.,1947
Pteridophyte,Polypodiaceae,Microsorum,punctatum,,,Microsorum punctatum,(L.) Copel.,1929
Pteridophyte,Polypodiaceae,Microsorum,samarense,,,Microsorum samarense,(J.Sm.) Bosman,1991
Pteridophyte,Polypodiaceae,Microsorum,sarawakense,,,Microsorum sarawakense,(Baker) Ching,1933
Pteridophyte,Polypodiaceae,Microsorum,musifolium,,,Microsorum musifolium,(Blume) Copel.,1929
Pteridophyte,Polypodiaceae,Neocheiropteris,ensata,,,Neocheiropteris ensata,(Thunb.) Ching,1933
Pteridophyte,Polypodiaceae,Oreogrammitis,adspersa,,,Oreogrammitis adspersa,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,caespitosa,,,Oreogrammitis caespitosa,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,congener,,,Oreogrammitis congener,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,curtisii,,,Oreogrammitis curtisii,(Baker) Parris & Sundue,2020
Pteridophyte,Polypodiaceae,Oreogrammitis,dolichosora,,,Oreogrammitis dolichosora,(Copel.) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,fasciata,,,Oreogrammitis fasciata,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,fenicis,,,Oreogrammitis fenicis,(Copel.) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,halconensis,,,Oreogrammitis halconensis,(Copel.) Parris & Sundue,2020
Pteridophyte,Polypodiaceae,Oreogrammitis,jagoriana,,,Oreogrammitis jagoriana,(Mett.) Parris & Sundue,2020
Pteridophyte,Polypodiaceae,Oreogrammitis,knutsfordiana,,,Oreogrammitis knutsfordiana,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,locellata,,,Oreogrammitis locellata,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,loheriana,,,Oreogrammitis loheriana,(Christ) Parris & Sundue,2020
Pteridophyte,Polypodiaceae,Oreogrammitis,marivelesensis,,,Oreogrammitis marivelesensis,(Copel.) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,merrillii,,,Oreogrammitis merrillii,(Copel.) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,oncobasis,,,Oreogrammitis oncobasis,(M.G.Price) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,padangensis,,,Oreogrammitis padangensis,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,pilosiuscula,,,Oreogrammitis pilosiuscula,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,reinwardtii,,,Oreogrammitis reinwardtii,(Blume) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,scabristipes,,,Oreogrammitis scabristipes,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,setigera,,,Oreogrammitis setigera,(Blume) T.C.Hsu,2019
Pteridophyte,Polypodiaceae,Oreogrammitis,subpinnatifida,,,Oreogrammitis subpinnatifida,(Blume) Parris & Sundue,2020
Pteridophyte,Polypodiaceae,Oreogrammitis,sumatrana,,,Oreogrammitis sumatrana,(Baker) Parris,2007
Pteridophyte,Polypodiaceae,Oreogrammitis,taxodioides,,,Oreogrammitis taxodioides,(Baker) Parris & Sundue,2020
